SKU,Description,Price,UOM,Family,Product,Type,Item,Dielectric,Noise Reduction Rating NRR,Radio Band Type,Ear Muff Style,Ear Muff Cup Color,Series,Features,Standards,For Use With,Disposable/ Reusable,Insertion Method,Metal Detectable,Ear Plug Color,Ear Plug Material,Ear Plug Shape,Ear Plug Size,Cord Options,Band Color - Hearing Protection,Cord Color,Cord Material - Hearing Protection,Pairs Per Package,Ear Plug Packaging,Ear Plug Pair Pack Type,Band Material - Hearing Protection,Material - Ear Plug Dispensers,Height - Ear Plug Dispensers,Width - Ear Plug Dispensers,Depth - Ear Plug Dispensers,Mounting Style - Ear Plug Dispensers,Dispenser Lid Style,Includes,Capacity - Pairs of Ear Plugs,Green Environmental Attribute,Ear Muff Cushion Material,Ear Muff Type,Compatible Earmuff,Compatible Mfg. Model Number,Replacement Pad Grainger Part Number,Weight,Mounting Hole Center to Center,Number of Mounting Holes,Battery Type,Auxiliary Input,Compatible Dispensing System,Compatible Grainger Part Number,Compatible Banded Earplug,Headset Style,In Ear / On Ear / Over Ear LOV,One Ear / Two Ear,Volume Control,Push To Talk,Noise Canceling,Color,Batteries Included,Battery Size,Number of Batteries,Wired Connection Type,Connection Type - Head Protection,Cable Style,Frequency Range,System Requirements,Green Certification or Other Recognition,Ear Muff Cup Material
3NKV6,"Ear Plugs, Uncorded, Flanged, 21dB, PK25",$69.92 ,/ pkg. of 25,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,21dB,,,,E-A-R(TM) UltraFit(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Foam,Flanged,M,Uncorded,,,,25,Bulk Box,Pillow Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKV7,"Ear Plugs, Uncorded, Cylinder, 29dB, PK100",$29.79 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,100,Bulk Box,Pillow Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKW3,"Ear Muff, Multi-Position, NRR 27dB",$16.50 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Multi-Position,Blue,,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKW4,"Ear Muff Hygiene Kit,  For Use With All Howard Leight Ear Muffs and Thunder T3s",$7.91 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,,All Howard Leight Ear Muffs and Thunder T3s,,,,,,,,,,,,,,,,,,,,,,"(2) Replacement Ear Cushions, (2) Foam Closing Pads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKW5,"Ear Muff Hygiene Kit,  For Use With All Howard Leight Ear Muffs and Thunder T2s/T2H",$8.08 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,,All Howard Leight Ear Muffs and Thunder T2s/T2H,,,,,,,,,,,,,,,,,,,,,,"(2) Replacement Ear Cushions, (2) Foam Closing Pads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKW6,"Ear Muff Hygiene Kit,  For Use With All Howard Leight Ear Muffs and Thunder T1/T1H/T1F",$8.15 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,,All Howard Leight Ear Muffs and Thunder T1/T1H/T1F,,,,,,,,,,,,,,,,,,,,,,"(2) Replacement Ear Cushions, (2) Foam Closing Pads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKW7,Replacement Ear Muff Pads,$9.79 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Replacement Ear Muff Pads,,,,,,,,,All Howard Leight Ear Muffs and Leightning L3s/L3H/L3N/L3HV and Viking V3 Ear Muffs,,,,,,,,,,,,,,,,,,,,,,Replacement Pair Of Ear Cushions and A Pair of Foam Ear Pads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKW9,Ear Muff Hygiene Kit,$11.40 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,,All Howard Leight Ear Muffs and Leightning L2s/L2H/L2N/L2F/L2FHV/V2,,,,,,,,,,,,,,,,,,,,,,"(2) Replacement Ear Cushions, (2) Foam Closing Pads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKX2,Replacement Ear Muff Pads,$11.10 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Replacement Ear Muff Pads,,,,,,,,,All Howard Leight Ear Muffs and Viking V1/Leightning L1s/L1H/L1N/L1HHV/L0N/L0F,,,,,,,,,,,,,,,,,,,,,,"(2) Replacement Ear Cushions, (2) Foam Closing Pads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKX5,"Multi-Position Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric Yes,  Blue",$12.59 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Multi-Position,Blue,Viking(R),Air Flow Control; Replaceable Cushions; Quick and Easy; Inner-ventilated headband; Multiple-position headband.,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,Headband Strap,,,Foam,Rigid,Viking(R) V1 Multiple-Position Earmuff,"1006018, 1016730, 1000365, 3302101, 1016870, 1016871","3NKX2, 36G707, 6AV10",6.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NKY5,"Ear Muffs, Multi-Position, 25dB",$17.26 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Multi-Position,Black,Z2,"3-Position Lightweight Plastic Headband, Special Molded Grips",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,"Three Position Lightweight Plastic Headband, Special Molded Grips",,Does Not Contain PVC,Vinyl,Rigid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKY6,"Ear Muffs, Over-the-Head, NRR 29dB",$24.80 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,29dB,,Over-the-Head,"Black, Green",SuperSonic,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKY7,"Behind-the-Neck Ear Muffs,  29dB Noise Reduction Rating NRR,  Dielectric No,  Black, Red",$33.24 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,29dB,,Behind-the-Neck,"Black, Red",Optime,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NKZ4,"Ear Muffs, Hard Hat Mounted, 27dB",$30.15 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,27dB,,Hard Hat Mounted,Black,Leightning(R),Air Flow Control; Compact Earmuffs; Replaceable Ear Cushion; Multiple Attenuation,ANSI S3.19-1974,All North Front Brim Hard Hats EXCLUDING North Zone (N10),,,,,,,,,,,,,,,,,,,,,,,,,Foam,Rigid,Leightning(R) L3H Earmuff,"1012000, 1016730, 1000365, 3302101, 1016870, 1016871",3NKW7,10.4 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NKZ5,"Hard Hat Mounted Ear Muffs,  23dB Noise Reduction Rating NRR,  Dielectric No,  Gray",$13.86 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,23dB,,Hard Hat Mounted,Gray,Leightning(R),"Air Flow Control Technology, Replacement Ear Cushions",ANSI S3.19-1974,All North Front Brim Hard Hats EXCLUDING North Zone (N10),,,,,,,,,,,,,,,,,,,,,,Hard Hat Adapter,,,Foam,Rigid,Leightning(R) L1s Headband Earmuff,"1011998, 1016730, 1000365, 3302101, 1016870, 1016871","3NKX2, 36G707, 6AV10",6.8 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NKZ7,"Hard Hat Mounted Ear Muffs,  27dB Noise Reduction Rating NRR,  Dielectric Yes,  Black",$30.35 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Hard Hat Mounted,Black,Thunder(R),"Air Flow Control Technology, Snap-In Ear Cushions",ANSI S3.19-1974,Hard Hats,,,,,,,,,Black,,,,,,Plastic,,,,,,,Hard Hat Adapter Mfr. Model No. 13910096 and 3178,,,Foam,Rigid,Cap Mounted T3H Earmuff,1010976,3NKW4,10.3 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NKZ8,"Over-the-Head Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric Yes,  Black, Green",$20.07 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Over-the-Head,"Black, Green",Thunder(R),Dielectric Construction; Patented Air Flow Control Technology; Convenient Folding Design,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,Hard Hat Adapter,,,Foam,Foldable,Thunder(R) Noise Blocking Earmuff,1010974,3NKW6,6.9 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NKZ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NLA3,"Ear Muffs, Over-the-Head, 30dB",$23.13 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,30dB,,Over-the-Head,Black,Nextera(R),"2-Point Suspension for Even Pressure Distribution, Soft-Seal Ear Cushions, Sewn, Foam-Filled Head Pad","ANSI S3.19-1974, CSA Class AL",Noisy Environments,,,,,,,,,Black,,,,,,Steel,,,,,,,,,,PVC,Foldable,,101-29001,3NHJ4,9.9 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLA7,"Electronic Ear Muff, 22dB, Over-the-Head",$87.40 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,22dB,AM/FM,Over-the-Head,Maroon,COM Electronic headset,"Input Jack, Automatic 4 Hour Shutoff",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,PVC,,,,,,,Batteries,,,"Polyester, Polyethylene",,,,,,,,(2) AA,3.5mm Jack,,,,,,,,,,,Yes,AA,2,,,,,,,
3NLC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NLC2,"Over-the-Head Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric No,  Silver",$20.63 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Over-the-Head,Silver,Economy,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NLC7,"Ear Muff Hygiene Kit,  For Use With Mfr. No. H10",$17.59 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,,Mfr. No. H10,,,,,,,,,,,,,,,,,,,,,,"(2) Ear Cushions, (2) Dampening Pads, (2) Foam Inserts and (2) Sealing Rings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NLC8,"Ear Muffs, Over-the-Head, 29dB",$23.73 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,29dB,,Over-the-Head,Black,Golden Eagle,"2-Point Suspension, Low Headband Force, Soft-Seal Ear Cushions","ANSI S3.19-1974, CSA Class AL",,,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,,,,PVC,Foldable,,101-29001,3NHJ4,10.9 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLC9,"Ear Muffs, Hard Hat Mounted, 26dB",$26.98 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,26dB,,Hard Hat Mounted,Black,Golden Eagle,"2-Point Suspension, Soft-Seal Ear Cushions, Spring Headband, Stand-Off and Storage Positions, Tension-Adjust Feature",ANSI S3.19-1974,Hard Hats,,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,Hard Hat Adapter,,,PVC,Foldable,,101-29001,3NHJ4,11.4 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLD1,"Ear Muffs, Over-the-Head, 25dB",$16.56 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Over-the-Head,Blue,Sound Star,4-Point Pressure Distribution Combined with Soft-Seal(TM) Ear Cushions,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,,,,PVC,Foldable,,101-29001,3NHJ4,7.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLD2,"Ear Muffs, Behind-the-Neck, 23dB",$17.28 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,23dB,,Behind-the-Neck,Blue,Sound Star,"Low-Profile, Stainless Steel Wire Neck Band and Low-Profile Ear Cups, 2-Point Suspension",ANSI S3.19-1974,"Face Shields, Visors, Hard Hats and Other Personal Protection Equipment",,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,,,,PVC,Foldable,,101-29001,3NHJ4,5.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLD3,"Ear Muffs, Hard Hat Mounted, 24dB",$19.81 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,24dB,,Hard Hat Mounted,Black,Sound Star,"2-Point Suspension, Soft-Seal Ear Cushions, Stainless Steel Arms, Convenient Stand-Off and Storage Positions, Tension-Adjust Feature",ANSI S3.19-1974,Hard Hats,,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,Hard Hat Adapter,,,PVC,Foldable,,101-29001,3NHJ4,8.4 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLD4,"Ear Muffs, 27dB",$24.10 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,27dB,,Folding,Black,Golden Eagle,"Very Low Head Band Force, Soft-Seal Cushions, Outstanding Attenuation","ANSI S3.19-1974, CSA Class A",,,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,,,,PVC,Foldable,,101-29001,3NHJ4,9.9 oz.,,,,,,,,,,,,,,,,,,,,,,,,
3NLD6,"Ear Muffs, Over-the-Head, NRR 25dB",$9.62 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Over-the-Head,Black,ValueMuff,,"ANSI S3.19-1974, CE EN 352-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NMW2,"Ear Muffs, Hard Hat Mounted, NRR 25dB",$23.84 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Hard Hat Mounted,Black,QuickSnap,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NZE6,"In-Ear Electronic Ear Plugs,  Ear Plugs Dependent Noise Reduction Rating NRR,  Dielectric No,  1 PR",$74.07 ,/ pair,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Plugs,No,Ear Plugs Dependent,No Radio Band,In-Ear,,E-A-Rbud,The E-A-R buds(TM) Headphones help protect hearing by reducing the noise exposure while enabling you to listen to your favorite music player.,ANSI S3.19-1974,,,,,Gray,,Multiple,Multiple,,,,,,,,,,,,,,,"Pair UltraFit(TM) Communication Eartips, Pair Skull Screws(TM) Communication Eartips",,,,,,,,2.4 oz.,,,(1) AA,,,,,,,,,,,,,AA,,3.5mm Stereo Jack,Wired,Straight,,,,
3NZE7,"Hearing Band, Cone, 28dB",$17.05 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Hearing Band,,28dB,,,,E-A-R(TM) Swerve(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Foam,Cone,M,Banded,Blue/Yellow,,,1,Bulk Box,Plastic Bag,Plastic,,,,,,,"Pair Flex 28 Pods, Pair Comfort Pods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NZE9,"Replacement Pods,  For Use With E-A-R Swerve 322-2000 19dB Banded Hearing Protector",$31.79 ,/ pkg. of 10,safety,hearing-protection,"hearing-protection-accessories"">Hearing",Replacement Pods,,19dB,,,,,,ANSI S3.19-1974,E-A-R Swerve 322-2000 19dB Banded Hearing Protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NZF1,"Over-the-Head Electronic Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Black",$109.43 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,26dB,AM/FM,Over-the-Head,Black,WorkTunes,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,"Batteries, MP3 Cable",,,,,,,,,,,(2) AA,3.5mm Jack,,,,,,,,,,,,,,,,,,,,
3NZF2,"Behind-the-Neck Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Black, Green",$25.85 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,26dB,,Behind-the-Neck,"Black, Green",Optime,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NZF3,"Hard Hat Mounted Communication Headset,  24dB Noise Reduction Rating NRR,  Dielectric No,  Green",$24.00 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Communication Headset,No,24dB,,Hard Hat Mounted,Green,Optime,,ANSI S3.19-1974,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NZF4,"Bullet Ear Plugs,  33dB Noise Reduction Rating NRR,  Uncorded,  M,  Yellow,  PK 200",$41.37 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,E-A-Rsoft(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Bullet,M,Uncorded,,,,200,Bulk Box,Paper Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NZF5,"Bullet Ear Plugs,  33dB Noise Reduction Rating NRR,  Corded,  Universal,  Yellow,  PK 200",$63.65 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,E-A-Rsoft(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Soft Foam,Bullet,Universal,Corded,Blue,Blue,Vinyl,200,"Bulk Box, Wrapped Pairs",Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXE1,"Ear Muffs, Multi-Position, NRR 28dB",$16.79 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,28dB,,Multi-Position,"Black, Red",MaxiMuff,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXE2,"Ear Muffs, Multi-Position, NRR 25dB",$32.43 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Multi-Position,Black,E-A-R,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXE3,"Ear Muffs, Hard Hat Mounted, NRR 27dB",$31.64 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Hard Hat Mounted,Black,QuickSnap,,ANSI S3.19-1974,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXE4,"Ear Muffs, Over-the-Head, 29dB",$39.94 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,29dB,,Over-the-Head,Black,M1,"Adjustable, Spring-Steel Headband",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,"Black-chrome, Spring-steel Headband, Six Different Adjustment, Folds into a Super-compact Size",,Does Not Contain PVC,Vinyl,Foldable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXE5,"Ear Muffs, Multi-Position, 26dB",$24.12 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,26dB,,Multi-Position,Black,M2,"Soft-Coat Covering, Special Molded Grips, Lightweight Plastic Headband",ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Plastic,,,,,,,"Special Molded Grips, Lightweight Plastic Headband",,Does Not Contain PVC,Vinyl,Rigid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXE9,"Over-the-Head Electronic Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Black",$339.77 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Electronic Ear Muffs,No,26dB,No Radio Band,Over-the-Head,Black,TacticalPro,Electronic Earmuff Reduces Loud Noise with the Ability to Amplify Quiet Sounds,ANSI S3.19-1975,,,,,,,,,,Black,,,,,,"PVC, Stainless Steel",,,,,,,,,,Foam,Foldable,HY79,,,13.1 oz.,,,Alkaline,,,,,,,,,,,,,AA,2,,,,,,,
3RXF1,"Ear Muffs, Over-the-Head, NRR 24dB",$44.12 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,24dB,,Over-the-Head,Orange,"H31 Hi-Viz, Specialty",Dual Low-Pressure Bands Improve Comfort; Liquid/Foam Ear Cushion Construction,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3RXF4,"Ear Muffs, Hard Hat Mounted, NRR 27dB",$31.44 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Hard Hat Mounted,Black,QuickSnap,,ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3TCN4,Ear Plug Dispenser,$61.98 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,Reusable,,,,,,,,,,,,,,,High Impact PETG,"11""","10-1/2""","10-1/4""",Wall,Open,,200 Pairs,,,,,,,,"7-1/2""",3,,,,,,,,,,,,,,,,,,,,,,
3TCN5,Ear Plug Dispenser,$46.06 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,Reusable,,,,,,,,,,,,,,,High Impact PETG,"3-1/4""","9""","6-3/4""",Wall,Open,Sponge,100 Pairs,,,,,,,,"7-13/16""",2,,,,,,,,,,,,,,,,,,,,,,
3TCN6,Ear Plug Dispenser,$47.50 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,Reusable,,,,,,,,,,,,,,,High Impact PETG,"3-1/4""","9""","6-3/4""",Wall,Hinged Lid,Sponge,100 Pairs,,,,,,,,"7-3/8""",2,,,,,,,,,,,,,,,,,,,,,,
3TCN7,Ear Plug Dispenser,$138.70 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Universal,,,,,,,,,,,,,,,,Acrylic,"11-1/2""","15-3/8""","9""",Table Top,Hinged Lid,Divider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3THH9,"Behind-the-Head Electronic Ear Muffs,  18dB Noise Reduction Rating NRR,  Dielectric Yes",$530.04 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,Yes,18dB,,Behind-the-Head,"Black, Green",Supreme(R) Pro-X,"Adjustable Volume, Auto 4 hr. Non-use Shut Off","ANSI S3.19-1974, CSA Class B",,,,,,,,,,Black,,,,,,Cloth,,,,,,,,,,Foam,Foldable,,,,1.2 oz.,,,,3.5mm Jack,,,,,,,,,,,Yes,AAA,2,3.5mm Mono Jack,Wired,Straight,,,,
3THJ1,"Over-the-Head Electronic Ear Muffs,  19dB Noise Reduction Rating NRR,  Dielectric Yes,  Black",$470.63 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Electronic Ear Muffs,Yes,19dB,,Over-the-Head,Black,Supreme(R) Pro,"Adjustable Volume, Auto 4 hr. Non-use Shut Off","ANSI S3.19-1974, CSA Class B",,,,,,,,,,Black,,,,,,Cloth,,,,,,,,,,Foam,Foldable,,,,1.2 oz.,,,,3.5mm Jack,,,,,,,,,,,Yes,AAA,2,3.5mm Mono Jack,Wired,,,,,
3THJ3,"Ear Muff Hygiene Kit,  For Use With Supreme Pro™ Headsets",$29.14 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,"ANSI S3.19-1974, CSA Class A and EN352-3",Supreme Pro(TM) Headsets,,,,,,,,,,,,,,,,,,,,,,"Cushion and Inserts, Ear Seal Rings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WE31,"Pod Ear Plugs,  28dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Yellow,  PK 100",$45.50 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,28dB,,,,E-A-R(TM) Push-Ins(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Soft Foam,Pod,Universal,Uncorded,,,,100,"Bulk Bag, Wrapped Pairs",Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WE32,"Pod Ear Plugs,  28dB Noise Reduction Rating NRR,  Corded,  M,  Yellow,  PK 100",$70.00 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,28dB,,,,E-A-R(TM) Push-Ins(TM),,ANSI S3.19-1974,,Reusable,Push-In,No,Yellow,Foam,Pod,M,Corded,Blue,Blue,Vinyl,100,Bulk Box,Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WE33,"Cylinder Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Yellow,  PK 1000",$195.97 ,"/ pkg. of 1,000",safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,E-A-R(TM) Classic(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,1000,Bulk Box,Loose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WE34,"Bullet Ear Plugs,  33dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Orange,  PK 200",$41.37 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,33dB,,,,E-A-Rsoft(TM) SuperFit(TM),,ANSI S3.19-1974,,Disposable,Roll-Down,No,Orange,Soft Foam,Bullet,Universal,Uncorded,,,,200,"Bulk Box, Wrapped Pairs",Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
